stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\HSJ Academics\IBA\Sem 4\OOP\Project\demo\d1_HSJ_PACMAN OOP\x64\Debug\allegro5.cfg r
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14867] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14869] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14872] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14874] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14876] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.14879] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.14882] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.14884] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.14887] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.14907] added dtor for bitmap 0000023BB3927710, func 00007FFE7B4C1190
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.14934] opening assets/characters/ghosts/blinky.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.14962] opening assets/characters/ghosts/blinky.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14986] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14990] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14995] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14997] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14999] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.15001] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.15003] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.15005] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.15008] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.15010] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.15012] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.15014] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.15017] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.15034] added dtor for bitmap 0000023BB392A600, func 00007FFE7B4C1190
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.15062] opening assets/characters/ghosts/gburro1.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.15083] opening assets/characters/ghosts/gburro1.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.15105] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.15111] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.15117] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.15119] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.15121] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.15123] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.15126] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.15128] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.15130] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.15133] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.15136] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.15139] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.15141] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.15160] added dtor for bitmap 0000023BB392C4F0, func 00007FFE7B4C1190
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.15178] opening assets/characters/ghosts/rosa.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.15201] opening assets/characters/ghosts/rosa.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.15226] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.15233] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.15237] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.15240] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.15242] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.15244] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.15246] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.15250] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.15254] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.15257] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.15259] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.15262] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.15265] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.15284] added dtor for bitmap 0000023BB392D3D0, func 00007FFE7B4C1190
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.15312] opening /usr/share/fonts/truetype/liberation/LiberationMono-Bold.ttf rb
font     E                ttf.c:1023 al_load_ttf_font_stretch         [   0.15325] Unable to open file for reading: /usr/share/fonts/truetype/liberation/LiberationMono-Bold.ttf
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.15331] opening C:/Windows/Fonts/OCRAEXT.ttf rb
font     D                ttf.c:971  al_load_ttf_font_stretch_f       [   0.15369] Font C:/Windows/Fonts/OCRAEXT.ttf loaded with pixel size 0 x 28.
font     D                ttf.c:973  al_load_ttf_font_stretch_f       [   0.15373]     ascent=25.0, descent=-5.0, height=29.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.15378] added dtor for ttf_font 0000023BB3918210, func 00007FFF43DF129E
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.30693] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.30703] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.30708] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.30711] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.30713] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.30717] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.30722] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.30726] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.30730] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.30734] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.30736] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.30739] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.30744] Chose bitmap format 9
font     D                ttf.c:243  alloc_glyph_region               [   0.30871] Glyph 54: 17x22 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.30880] Locking glyph region: 0000023BB3937960 0 0 20 24
font     D                ttf.c:167  unlock_current_page              [   0.31100] Unlocking page: 0000023BB3937960
font     D                ttf.c:243  alloc_glyph_region               [   0.31119] Glyph 70: 17x17 (20x20)
font     D                ttf.c:287  alloc_glyph_region               [   0.31125] Locking glyph region: 0000023BB3937960 20 0 20 20
font     D                ttf.c:167  unlock_current_page              [   0.31134] Unlocking page: 0000023BB3937960
font     D                ttf.c:243  alloc_glyph_region               [   0.31145] Glyph 82: 17x18 (20x20)
font     D                ttf.c:287  alloc_glyph_region               [   0.31150] Locking glyph region: 0000023BB3937960 40 0 20 20
font     D                ttf.c:167  unlock_current_page              [   0.31218] Unlocking page: 0000023BB3937960
font     D                ttf.c:243  alloc_glyph_region               [   0.31233] Glyph 85: 17x17 (20x20)
font     D                ttf.c:287  alloc_glyph_region               [   0.31239] Locking glyph region: 0000023BB3937960 60 0 20 20
font     D                ttf.c:167  unlock_current_page              [   0.31261] Unlocking page: 0000023BB3937960
font     D                ttf.c:243  alloc_glyph_region               [   0.31275] Glyph 72: 17x17 (20x20)
font     D                ttf.c:287  alloc_glyph_region               [   0.31279] Locking glyph region: 0000023BB3937960 80 0 20 20
font     D                ttf.c:167  unlock_current_page              [   0.31289] Unlocking page: 0000023BB3937960
font     D                ttf.c:243  alloc_glyph_region               [   0.31300] Glyph 29: 9x16 (12x16)
font     D                ttf.c:287  alloc_glyph_region               [   0.31303] Locking glyph region: 0000023BB3937960 100 0 12 16
font     D                ttf.c:167  unlock_current_page              [   0.31311] Unlocking page: 0000023BB3937960
font     D                ttf.c:475  cache_glyph                      [   0.31317] Glyph 3 has zero size.
font     D                ttf.c:243  alloc_glyph_region               [   0.31323] Glyph 19: 17x22 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.31326] Locking glyph region: 0000023BB3937960 112 0 20 24
font     D                ttf.c:167  unlock_current_page              [   0.31333] Unlocking page: 0000023BB3937960
font     D                ttf.c:243  alloc_glyph_region               [   0.31342] Glyph 18: 16x22 (16x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.31345] Locking glyph region: 0000023BB3937960 132 0 16 24
font     D                ttf.c:167  unlock_current_page              [   0.31352] Unlocking page: 0000023BB3937960
font     D                ttf.c:243  alloc_glyph_region               [   0.31359] Glyph 20: 17x22 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.31362] Locking glyph region: 0000023BB3937960 148 0 20 24
font     D                ttf.c:167  unlock_current_page              [   0.31369] Unlocking page: 0000023BB3937960
font     D                ttf.c:243  alloc_glyph_region               [   0.31377] Glyph 95: 7x22 (8x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.31380] Locking glyph region: 0000023BB3937960 168 0 8 24
font     D                ttf.c:167  unlock_current_page              [   0.31387] Unlocking page: 0000023BB3937960
font     D                ttf.c:243  alloc_glyph_region               [   0.31394] Glyph 47: 17x22 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.31397] Locking glyph region: 0000023BB3937960 176 0 20 24
font     D                ttf.c:167  unlock_current_page              [   0.31405] Unlocking page: 0000023BB3937960
font     D                ttf.c:243  alloc_glyph_region               [   0.31413] Glyph 89: 17x17 (20x20)
font     D                ttf.c:287  alloc_glyph_region               [   0.31421] Locking glyph region: 0000023BB3937960 196 0 20 20
font     D                ttf.c:167  unlock_current_page              [   0.31433] Unlocking page: 0000023BB3937960
font     D                ttf.c:243  alloc_glyph_region               [   0.31450] Glyph 79: 15x22 (16x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.31455] Locking glyph region: 0000023BB3937960 216 0 16 24
font     D                ttf.c:167  unlock_current_page              [   0.31464] Unlocking page: 0000023BB3937960
font     D                ttf.c:243  alloc_glyph_region               [   0.31475] Glyph 76: 15x24 (16x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.31479] Locking glyph region: 0000023BB3937960 232 0 16 24
font     D                ttf.c:167  unlock_current_page              [   0.31488] Unlocking page: 0000023BB3937960
font     D                ttf.c:243  alloc_glyph_region               [   0.31499] Glyph 86: 17x17 (20x20)
font     D                ttf.c:287  alloc_glyph_region               [   0.31502] Locking glyph region: 0000023BB3937960 248 0 20 20
font     D                ttf.c:167  unlock_current_page              [   0.31511] Unlocking page: 0000023BB3937960
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.31770] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.31777] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.31923] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.31931] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32025] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32032] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32087] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32095] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32132] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32138] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32173] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32179] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32227] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32234] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32270] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32278] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32312] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32317] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32354] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32360] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32396] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32402] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32437] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32443] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32476] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32480] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32516] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32522] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32557] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32562] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32595] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32600] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [   3.42998] Glyph 25: 17x22 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   3.43012] Locking glyph region: 0000023BB3937960 268 0 20 24
font     D                ttf.c:167  unlock_current_page              [   3.43020] Unlocking page: 0000023BB3937960
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.43208] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.43216] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [   3.63966] Glyph 26: 17x22 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   3.63975] Locking glyph region: 0000023BB3937960 288 0 20 24
font     D                ttf.c:167  unlock_current_page              [   3.63980] Unlocking page: 0000023BB3937960
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.64087] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.64093] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [   3.79155] Glyph 27: 17x22 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   3.79163] Locking glyph region: 0000023BB3937960 308 0 20 24
font     D                ttf.c:167  unlock_current_page              [   3.79168] Unlocking page: 0000023BB3937960
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.79303] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.79308] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [   4.85271] Glyph 28: 17x22 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   4.85292] Locking glyph region: 0000023BB3937960 328 0 20 24
font     D                ttf.c:167  unlock_current_page              [   4.85306] Unlocking page: 0000023BB3937960
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.85440] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.85447] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [   5.30751] Glyph 21: 17x22 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   5.30762] Locking glyph region: 0000023BB3937960 348 0 20 24
font     D                ttf.c:167  unlock_current_page              [   5.30772] Unlocking page: 0000023BB3937960
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.30870] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.30882] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [   5.60994] Glyph 22: 17x22 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   5.64631] Locking glyph region: 0000023BB3937960 368 0 20 24
font     D                ttf.c:167  unlock_current_page              [   5.64648] Unlocking page: 0000023BB3937960
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.64735] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.64741] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [   5.76124] Glyph 23: 15x22 (16x24)
font     D                ttf.c:287  alloc_glyph_region               [   5.76140] Locking glyph region: 0000023BB3937960 388 0 16 24
font     D                ttf.c:167  unlock_current_page              [   5.76201] Unlocking page: 0000023BB3937960
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.76313] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.76320] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [   6.21623] Glyph 24: 16x22 (16x24)
font     D                ttf.c:287  alloc_glyph_region               [   6.21634] Locking glyph region: 0000023BB3937960 404 0 16 24
font     D                ttf.c:167  unlock_current_page              [   6.21642] Unlocking page: 0000023BB3937960
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.21757] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.21763] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [  22.21690] Glyph 41: 17x22 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [  22.21702] Locking glyph region: 0000023BB3937960 420 0 20 24
font     D                ttf.c:167  unlock_current_page              [  22.21710] Unlocking page: 0000023BB3937960
font     D                ttf.c:243  alloc_glyph_region               [  22.21721] Glyph 81: 17x17 (20x20)
font     D                ttf.c:287  alloc_glyph_region               [  22.21727] Locking glyph region: 0000023BB3937960 440 0 20 20
font     D                ttf.c:167  unlock_current_page              [  22.21798] Unlocking page: 0000023BB3937960
font     D                ttf.c:243  alloc_glyph_region               [  22.21815] Glyph 71: 17x22 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [  22.21821] Locking glyph region: 0000023BB3937960 460 0 20 24
font     D                ttf.c:167  unlock_current_page              [  22.21836] Unlocking page: 0000023BB3937960
font     D                ttf.c:243  alloc_glyph_region               [  22.21847] Glyph 87: 17x21 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [  22.21851] Locking glyph region: 0000023BB3937960 480 0 20 24
font     D                ttf.c:167  unlock_current_page              [  22.21863] Unlocking page: 0000023BB3937960
font     D                ttf.c:243  alloc_glyph_region               [  22.21873] Glyph 75: 17x22 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [  22.21877] Locking glyph region: 0000023BB3937960 0 24 20 24
font     D                ttf.c:167  unlock_current_page              [  22.21889] Unlocking page: 0000023BB3937960
font     D                ttf.c:243  alloc_glyph_region               [  22.21902] Glyph 46: 17x23 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [  22.21906] Locking glyph region: 0000023BB3937960 20 24 20 24
font     D                ttf.c:167  unlock_current_page              [  22.21919] Unlocking page: 0000023BB3937960
font     D                ttf.c:243  alloc_glyph_region               [  22.21930] Glyph 92: 17x22 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [  22.21933] Locking glyph region: 0000023BB3937960 40 24 20 24
font     D                ttf.c:167  unlock_current_page              [  22.21944] Unlocking page: 0000023BB3937960
font     D                ttf.c:243  alloc_glyph_region               [  22.21953] Glyph 4: 9x22 (12x24)
font     D                ttf.c:287  alloc_glyph_region               [  22.21956] Locking glyph region: 0000023BB3937960 60 24 12 24
font     D                ttf.c:167  unlock_current_page              [  22.21967] Unlocking page: 0000023BB3937960
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  22.22022] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  22.22028] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [  33.88378] Glyph 44: 17x22 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [  33.88396] Locking glyph region: 0000023BB3937960 72 24 20 24
font     D                ttf.c:167  unlock_current_page              [  33.88410] Unlocking page: 0000023BB3937960
font     D                ttf.c:243  alloc_glyph_region               [  33.88432] Glyph 49: 17x22 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [  33.88444] Locking glyph region: 0000023BB3937960 92 24 20 24
font     D                ttf.c:167  unlock_current_page              [  33.88535] Unlocking page: 0000023BB3937960
font     D                ttf.c:243  alloc_glyph_region               [  33.88547] Glyph 36: 17x22 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [  33.88551] Locking glyph region: 0000023BB3937960 112 24 20 24
font     D                ttf.c:167  unlock_current_page              [  33.88562] Unlocking page: 0000023BB3937960
font     D                ttf.c:243  alloc_glyph_region               [  33.88572] Glyph 40: 17x22 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [  33.88575] Locking glyph region: 0000023BB3937960 132 24 20 24
font     D                ttf.c:167  unlock_current_page              [  33.88587] Unlocking page: 0000023BB3937960
font     D                ttf.c:243  alloc_glyph_region               [  33.88596] Glyph 57: 17x22 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [  33.88600] Locking glyph region: 0000023BB3937960 152 24 20 24
font     D                ttf.c:167  unlock_current_page              [  33.88612] Unlocking page: 0000023BB3937960
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  33.88674] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  33.88681] _al_d3d_sync_bitmap (video) ref count == 1
d3d      I         d3d_disp.cpp:910  d3d_destroy_display              [  40.03636] destroying display 0000023BAD02A660 (current 0000000000000000)
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  40.03926] converting display bitmap 0000023BB3937960 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  40.05660] added dtor for bitmap 0000023BB3937390, func 00007FFE7B4C1190
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  40.05680] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  40.05686] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.05825] removed dtor for bitmap 0000023BB3937390
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  40.05925] converting display bitmap 0000023BB392D3D0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  40.05936] added dtor for bitmap 0000023BB3936BD0, func 00007FFE7B4C1190
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  40.05944] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  40.05948] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.06115] removed dtor for bitmap 0000023BB3936BD0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  40.06149] converting display bitmap 0000023BB392C4F0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  40.06156] added dtor for bitmap 0000023BB3936FB0, func 00007FFE7B4C1190
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  40.06161] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  40.06164] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.06210] removed dtor for bitmap 0000023BB3936FB0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  40.06248] converting display bitmap 0000023BB392A600 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  40.06255] added dtor for bitmap 0000023BB3936FB0, func 00007FFE7B4C1190
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  40.06259] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  40.06262] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.06295] removed dtor for bitmap 0000023BB3936FB0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  40.06322] converting display bitmap 0000023BB3927710 to memory bitmap
